order_id,product_id,customer_id,order_date,return_date,product_category,product_price,quantity,return_reason,return_status,days_to_return,payment_method,shipping_method,discount_applied,source
ORD00000457,PROD00000457,USER00000457,2024-07-02,,Electronics,297.63,2,,Not Returned,,Credit Card,Express,45.52,synthetic_returns
ORD00002178,PROD00002178,USER00002178,2024-07-02,,Clothing,390.39,1,,Not Returned,,Gift Card,Express,47.94,synthetic_returns
ORD00003149,PROD00003149,USER00003149,2024-07-02,2023-10-29,Clothing,235.97,4,Not as described,Returned,-247.0,Gift Card,Express,44.94,synthetic_returns
ORD00005062,PROD00005062,USER00005062,2024-07-02,2024-09-08,Home,424.02,2,Wrong item,Returned,68.0,Credit Card,Express,17.23,synthetic_returns
ORD00005436,PROD00005436,USER00005436,2024-07-02,2023-04-26,Toys,313.59,3,Defective,Returned,-433.0,Gift Card,Express,1.65,synthetic_returns
ORD00006410,PROD00006410,USER00006410,2024-07-02,,Clothing,377.88,1,,Not Returned,,PayPal,Standard,7.73,synthetic_returns
ORD00004194,PROD00004194,USER00004194,2024-07-03,2024-04-21,Home,336.41,2,Wrong item,Returned,-73.0,PayPal,Standard,5.09,synthetic_returns
ORD00005922,PROD00005922,USER00005922,2024-07-03,2024-04-01,Toys,95.47,1,Defective,Returned,-93.0,PayPal,Express,41.7,synthetic_returns
ORD00007281,PROD00007281,USER00007281,2024-07-03,,Books,127.12,2,,Not Returned,,Debit Card,Next-Day,27.52,synthetic_returns
ORD00007300,PROD00007300,USER00007300,2024-07-03,,Home,340.88,4,,Not Returned,,Credit Card,Standard,16.04,synthetic_returns
ORD00002766,PROD00002766,USER00002766,2024-07-04,2023-03-29,Toys,48.66,4,Wrong item,Returned,-463.0,PayPal,Express,27.85,synthetic_returns
ORD00005206,PROD00005206,USER00005206,2024-07-04,2024-04-27,Clothing,457.54,2,Not as described,Returned,-68.0,Credit Card,Next-Day,47.47,synthetic_returns
ORD00006906,PROD00006906,USER00006906,2024-07-04,2024-03-19,Clothing,418.99,4,Changed mind,Returned,-107.0,PayPal,Next-Day,43.26,synthetic_returns
ORD00001175,PROD00001175,USER00001175,2024-07-05,,Clothing,335.82,1,,Not Returned,,Debit Card,Standard,22.48,synthetic_returns
ORD00004210,PROD00004210,USER00004210,2024-07-05,,Clothing,241.84,1,,Not Returned,,Credit Card,Next-Day,0.42,synthetic_returns
ORD00000019,PROD00000019,USER00000019,2024-07-06,2024-05-01,Electronics,227.94,5,Changed mind,Returned,-66.0,Debit Card,Express,43.86,synthetic_returns
ORD00004474,PROD00004474,USER00004474,2024-07-06,,Electronics,477.7,3,,Not Returned,,Credit Card,Express,35.1,synthetic_returns
ORD00004963,PROD00004963,USER00004963,2024-07-06,2023-06-08,Toys,315.75,4,Not as described,Returned,-394.0,Debit Card,Standard,47.72,synthetic_returns
ORD00008074,PROD00008074,USER00008074,2024-07-06,2023-07-23,Clothing,385.5,4,Wrong item,Returned,-349.0,Gift Card,Next-Day,28.89,synthetic_returns
ORD00004423,PROD00004423,USER00004423,2024-07-07,,Clothing,175.51,3,,Not Returned,,PayPal,Next-Day,5.85,synthetic_returns
ORD00005561,PROD00005561,USER00005561,2024-07-07,2023-04-08,Clothing,215.31,3,Changed mind,Returned,-456.0,PayPal,Standard,41.07,synthetic_returns
ORD00002531,PROD00002531,USER00002531,2024-07-08,2024-12-17,Toys,266.6,4,Changed mind,Returned,162.0,PayPal,Next-Day,23.42,synthetic_returns
ORD00007921,PROD00007921,USER00007921,2024-07-08,2024-05-19,Books,84.7,2,Wrong item,Returned,-50.0,Credit Card,Standard,29.68,synthetic_returns
ORD00007934,PROD00007934,USER00007934,2024-07-09,,Home,461.27,2,,Not Returned,,PayPal,Next-Day,38.71,synthetic_returns
ORD00003463,PROD00003463,USER00003463,2024-07-10,2023-01-09,Home,327.43,5,Wrong item,Returned,-548.0,Gift Card,Next-Day,35.52,synthetic_returns
ORD00006442,PROD00006442,USER00006442,2024-07-10,,Clothing,343.39,3,,Not Returned,,PayPal,Standard,22.8,synthetic_returns
ORD00007430,PROD00007430,USER00007430,2024-07-10,,Home,214.46,3,,Not Returned,,Debit Card,Standard,5.06,synthetic_returns
ORD00008174,PROD00008174,USER00008174,2024-07-10,,Electronics,103.49,1,,Not Returned,,Debit Card,Next-Day,9.19,synthetic_returns
ORD00009214,PROD00009214,USER00009214,2024-07-10,2023-11-04,Home,307.04,1,Changed mind,Returned,-249.0,PayPal,Next-Day,34.94,synthetic_returns
ORD00004139,PROD00004139,USER00004139,2024-07-11,2024-04-03,Home,452.14,4,Not as described,Returned,-99.0,Gift Card,Next-Day,38.39,synthetic_returns
ORD00002337,PROD00002337,USER00002337,2024-07-12,,Books,87.02,4,,Not Returned,,Credit Card,Express,5.44,synthetic_returns
ORD00005657,PROD00005657,USER00005657,2024-07-12,,Home,359.49,3,,Not Returned,,Gift Card,Standard,35.46,synthetic_returns
ORD00003208,PROD00003208,USER00003208,2024-07-13,2024-05-21,Books,365.97,2,Changed mind,Returned,-53.0,PayPal,Next-Day,19.98,synthetic_returns
ORD00004836,PROD00004836,USER00004836,2024-07-13,,Home,486.45,1,,Not Returned,,Credit Card,Next-Day,36.97,synthetic_returns
ORD00007204,PROD00007204,USER00007204,2024-07-13,2024-04-01,Clothing,103.29,1,Changed mind,Returned,-103.0,PayPal,Express,20.39,synthetic_returns
ORD00007636,PROD00007636,USER00007636,2024-07-13,2023-04-15,Electronics,381.85,4,Defective,Returned,-455.0,Debit Card,Next-Day,29.38,synthetic_returns
ORD00009043,PROD00009043,USER00009043,2024-07-13,2023-01-15,Clothing,254.88,2,Not as described,Returned,-545.0,Gift Card,Standard,4.43,synthetic_returns
ORD00001618,PROD00001618,USER00001618,2024-07-14,2024-12-14,Toys,418.85,3,Wrong item,Returned,153.0,Debit Card,Standard,26.3,synthetic_returns
ORD00003205,PROD00003205,USER00003205,2024-07-14,2024-10-26,Electronics,439.45,2,Defective,Returned,104.0,Credit Card,Next-Day,18.45,synthetic_returns
ORD00001783,PROD00001783,USER00001783,2024-07-15,2024-11-09,Electronics,237.61,5,Not as described,Returned,117.0,Debit Card,Standard,6.12,synthetic_returns
ORD00005662,PROD00005662,USER00005662,2024-07-15,2023-08-24,Home,61.25,1,Defective,Returned,-326.0,PayPal,Express,16.95,synthetic_returns
ORD00002287,PROD00002287,USER00002287,2024-07-16,2024-11-06,Clothing,496.48,1,Defective,Returned,113.0,Gift Card,Express,25.36,synthetic_returns
ORD00002377,PROD00002377,USER00002377,2024-07-16,2023-06-06,Clothing,196.86,5,Not as described,Returned,-406.0,PayPal,Standard,38.11,synthetic_returns
ORD00003639,PROD00003639,USER00003639,2024-07-16,,Books,389.06,3,,Not Returned,,Credit Card,Next-Day,34.51,synthetic_returns
ORD00005605,PROD00005605,USER00005605,2024-07-16,2024-02-17,Electronics,124.93,3,Not as described,Returned,-150.0,Gift Card,Express,43.27,synthetic_returns
ORD00005814,PROD00005814,USER00005814,2024-07-16,,Toys,480.39,4,,Not Returned,,Gift Card,Express,20.64,synthetic_returns
ORD00002304,PROD00002304,USER00002304,2024-07-18,2023-02-11,Electronics,5.97,4,Defective,Returned,-523.0,Gift Card,Standard,0.06,synthetic_returns
ORD00008611,PROD00008611,USER00008611,2024-07-18,,Electronics,231.2,2,,Not Returned,,Debit Card,Standard,43.69,synthetic_returns
ORD00000267,PROD00000267,USER00000267,2024-07-19,2023-09-28,Books,104.54,1,Changed mind,Returned,-295.0,Gift Card,Next-Day,10.73,synthetic_returns
ORD00001222,PROD00001222,USER00001222,2024-07-19,,Toys,85.89,2,,Not Returned,,Debit Card,Next-Day,11.55,synthetic_returns
ORD00008285,PROD00008285,USER00008285,2024-07-19,2024-02-04,Clothing,144.61,1,Defective,Returned,-166.0,Credit Card,Next-Day,39.96,synthetic_returns
ORD00009993,PROD00009993,USER00009993,2024-07-19,,Home,210.2,5,,Not Returned,,PayPal,Express,25.6,synthetic_returns
ORD00001372,PROD00001372,USER00001372,2024-07-20,2023-09-03,Clothing,425.98,1,Not as described,Returned,-321.0,Gift Card,Express,29.6,synthetic_returns
ORD00003458,PROD00003458,USER00003458,2024-07-21,,Clothing,205.56,4,,Not Returned,,Debit Card,Express,47.9,synthetic_returns
ORD00005006,PROD00005006,USER00005006,2024-07-21,,Books,381.33,1,,Not Returned,,Credit Card,Express,17.55,synthetic_returns
ORD00007671,PROD00007671,USER00007671,2024-07-21,,Toys,444.93,2,,Not Returned,,Credit Card,Next-Day,4.22,synthetic_returns
ORD00008834,PROD00008834,USER00008834,2024-07-21,,Clothing,206.12,1,,Not Returned,,Debit Card,Express,25.65,synthetic_returns
ORD00000518,PROD00000518,USER00000518,2024-07-22,2024-01-23,Clothing,351.76,4,Not as described,Returned,-181.0,PayPal,Next-Day,33.46,synthetic_returns
ORD00004337,PROD00004337,USER00004337,2024-07-22,,Books,363.64,2,,Not Returned,,Debit Card,Express,12.13,synthetic_returns
ORD00008241,PROD00008241,USER00008241,2024-07-22,2023-12-27,Books,37.12,1,Not as described,Returned,-208.0,Debit Card,Express,24.74,synthetic_returns
ORD00008360,PROD00008360,USER00008360,2024-07-22,2024-07-10,Clothing,37.37,3,Not as described,Returned,-12.0,Gift Card,Express,48.05,synthetic_returns
ORD00008463,PROD00008463,USER00008463,2024-07-22,,Toys,229.34,2,,Not Returned,,Debit Card,Next-Day,17.88,synthetic_returns
ORD00008782,PROD00008782,USER00008782,2024-07-22,,Clothing,30.75,4,,Not Returned,,PayPal,Standard,16.08,synthetic_returns
ORD00000035,PROD00000035,USER00000035,2024-07-23,,Clothing,331.26,2,,Not Returned,,PayPal,Standard,41.02,synthetic_returns
ORD00002183,PROD00002183,USER00002183,2024-07-23,2023-04-01,Electronics,296.48,5,Not as described,Returned,-479.0,Debit Card,Express,8.69,synthetic_returns
ORD00004230,PROD00004230,USER00004230,2024-07-23,2024-01-22,Electronics,181.42,1,Wrong item,Returned,-183.0,Gift Card,Standard,21.04,synthetic_returns
ORD00008284,PROD00008284,USER00008284,2024-07-23,,Electronics,53.76,2,,Not Returned,,PayPal,Express,34.75,synthetic_returns
ORD00009417,PROD00009417,USER00009417,2024-07-23,2024-06-02,Clothing,196.97,5,Changed mind,Returned,-51.0,Gift Card,Standard,32.05,synthetic_returns
ORD00002542,PROD00002542,USER00002542,2024-07-24,,Toys,60.24,3,,Not Returned,,Credit Card,Express,13.63,synthetic_returns
ORD00003837,PROD00003837,USER00003837,2024-07-24,2023-06-30,Books,362.8,2,Not as described,Returned,-390.0,PayPal,Express,21.96,synthetic_returns
ORD00001392,PROD00001392,USER00001392,2024-07-25,2024-07-24,Electronics,143.28,1,Not as described,Returned,-1.0,Gift Card,Standard,8.2,synthetic_returns
ORD00001793,PROD00001793,USER00001793,2024-07-26,,Clothing,406.1,1,,Not Returned,,PayPal,Next-Day,48.21,synthetic_returns
ORD00006244,PROD00006244,USER00006244,2024-07-26,,Home,333.83,1,,Not Returned,,Debit Card,Standard,18.63,synthetic_returns
ORD00007077,PROD00007077,USER00007077,2024-07-26,,Home,51.25,1,,Not Returned,,Credit Card,Standard,45.93,synthetic_returns
ORD00009913,PROD00009913,USER00009913,2024-07-26,,Books,253.06,5,,Not Returned,,Debit Card,Standard,9.12,synthetic_returns
ORD00006774,PROD00006774,USER00006774,2024-07-27,,Toys,183.5,3,,Not Returned,,Credit Card,Standard,5.32,synthetic_returns
ORD00001617,PROD00001617,USER00001617,2024-07-28,2023-08-25,Clothing,414.28,4,Not as described,Returned,-338.0,Credit Card,Standard,2.68,synthetic_returns
ORD00001190,PROD00001190,USER00001190,2024-07-29,2024-03-03,Toys,304.8,5,Wrong item,Returned,-148.0,Gift Card,Standard,10.21,synthetic_returns
ORD00002149,PROD00002149,USER00002149,2024-07-29,,Books,62.85,5,,Not Returned,,Debit Card,Express,2.65,synthetic_returns
ORD00008636,PROD00008636,USER00008636,2024-07-29,,Electronics,486.6,1,,Not Returned,,Debit Card,Next-Day,3.16,synthetic_returns
ORD00009938,PROD00009938,USER00009938,2024-07-29,,Home,61.96,5,,Not Returned,,PayPal,Next-Day,14.44,synthetic_returns
ORD00001482,PROD00001482,USER00001482,2024-07-30,2024-12-03,Home,458.88,1,Wrong item,Returned,126.0,Debit Card,Next-Day,39.0,synthetic_returns
ORD00004463,PROD00004463,USER00004463,2024-07-30,,Books,76.99,5,,Not Returned,,Gift Card,Standard,27.52,synthetic_returns
ORD00006861,PROD00006861,USER00006861,2024-07-30,,Books,339.13,2,,Not Returned,,Gift Card,Next-Day,49.24,synthetic_returns
ORD00009655,PROD00009655,USER00009655,2024-07-30,2024-06-10,Clothing,245.37,3,Defective,Returned,-50.0,PayPal,Next-Day,23.04,synthetic_returns
ORD00001747,PROD00001747,USER00001747,2024-07-31,,Electronics,223.6,5,,Not Returned,,Debit Card,Express,18.67,synthetic_returns
ORD00006939,PROD00006939,USER00006939,2024-07-31,,Electronics,286.68,5,,Not Returned,,Credit Card,Next-Day,42.51,synthetic_returns
ORD00007444,PROD00007444,USER00007444,2024-08-01,,Home,252.58,3,,Not Returned,,Debit Card,Next-Day,3.41,synthetic_returns
ORD00000532,PROD00000532,USER00000532,2024-08-02,2023-10-20,Books,362.05,2,Not as described,Returned,-287.0,Gift Card,Express,33.55,synthetic_returns
ORD00001441,PROD00001441,USER00001441,2024-08-02,2024-01-17,Books,183.44,2,Changed mind,Returned,-198.0,PayPal,Standard,38.57,synthetic_returns
ORD00007301,PROD00007301,USER00007301,2024-08-02,2024-10-16,Books,17.5,3,Defective,Returned,75.0,Debit Card,Standard,34.33,synthetic_returns
ORD00000144,PROD00000144,USER00000144,2024-08-03,2024-05-16,Toys,288.71,3,Defective,Returned,-79.0,Credit Card,Express,42.11,synthetic_returns
ORD00003520,PROD00003520,USER00003520,2024-08-03,,Electronics,478.73,4,,Not Returned,,Debit Card,Express,11.97,synthetic_returns
ORD00003853,PROD00003853,USER00003853,2024-08-03,,Home,467.98,5,,Not Returned,,PayPal,Next-Day,44.97,synthetic_returns
ORD00008879,PROD00008879,USER00008879,2024-08-04,,Electronics,290.37,1,,Not Returned,,Gift Card,Standard,38.01,synthetic_returns
ORD00003703,PROD00003703,USER00003703,2024-08-07,2024-11-30,Toys,398.44,4,Wrong item,Returned,115.0,PayPal,Next-Day,23.83,synthetic_returns
ORD00004092,PROD00004092,USER00004092,2024-08-07,,Electronics,357.87,1,,Not Returned,,Debit Card,Standard,41.61,synthetic_returns
ORD00005133,PROD00005133,USER00005133,2024-08-07,,Electronics,438.81,4,,Not Returned,,Gift Card,Next-Day,49.73,synthetic_returns
ORD00005506,PROD00005506,USER00005506,2024-08-07,,Toys,220.38,5,,Not Returned,,Debit Card,Next-Day,25.96,synthetic_returns
ORD00004900,PROD00004900,USER00004900,2024-08-08,2024-05-15,Clothing,41.82,4,Wrong item,Returned,-85.0,Credit Card,Standard,21.14,synthetic_returns
ORD00001057,PROD00001057,USER00001057,2024-08-09,,Toys,480.18,5,,Not Returned,,Credit Card,Next-Day,26.63,synthetic_returns
ORD00008218,PROD00008218,USER00008218,2024-08-09,2023-01-14,Toys,483.59,5,Wrong item,Returned,-573.0,Credit Card,Express,45.32,synthetic_returns
ORD00001864,PROD00001864,USER00001864,2024-08-10,2024-11-01,Books,332.06,2,Changed mind,Returned,83.0,Debit Card,Next-Day,43.93,synthetic_returns
ORD00002943,PROD00002943,USER00002943,2024-08-10,,Books,276.31,1,,Not Returned,,PayPal,Next-Day,46.63,synthetic_returns
ORD00008148,PROD00008148,USER00008148,2024-08-10,2024-06-07,Clothing,266.52,3,Wrong item,Returned,-64.0,PayPal,Standard,47.98,synthetic_returns
ORD00009765,PROD00009765,USER00009765,2024-08-10,2023-04-17,Toys,372.54,4,Defective,Returned,-481.0,Credit Card,Standard,13.74,synthetic_returns
ORD00004170,PROD00004170,USER00004170,2024-08-11,,Toys,51.14,5,,Not Returned,,Credit Card,Standard,20.66,synthetic_returns
ORD00006486,PROD00006486,USER00006486,2024-08-11,,Electronics,496.93,5,,Not Returned,,Credit Card,Standard,45.62,synthetic_returns
ORD00008870,PROD00008870,USER00008870,2024-08-11,2023-01-02,Clothing,121.76,1,Changed mind,Returned,-587.0,PayPal,Express,21.59,synthetic_returns
ORD00000758,PROD00000758,USER00000758,2024-08-12,,Home,223.89,5,,Not Returned,,PayPal,Express,3.83,synthetic_returns
ORD00007087,PROD00007087,USER00007087,2024-08-12,,Books,96.21,5,,Not Returned,,Debit Card,Express,20.33,synthetic_returns
ORD00008207,PROD00008207,USER00008207,2024-08-12,2024-01-23,Clothing,21.23,4,Not as described,Returned,-202.0,Credit Card,Standard,3.59,synthetic_returns
ORD00008895,PROD00008895,USER00008895,2024-08-12,2023-11-04,Electronics,143.95,1,Wrong item,Returned,-282.0,Credit Card,Next-Day,28.37,synthetic_returns
ORD00001142,PROD00001142,USER00001142,2024-08-13,,Electronics,352.34,4,,Not Returned,,Gift Card,Express,25.57,synthetic_returns
ORD00001702,PROD00001702,USER00001702,2024-08-13,2023-10-02,Electronics,295.18,5,Wrong item,Returned,-316.0,PayPal,Next-Day,15.96,synthetic_returns
ORD00007938,PROD00007938,USER00007938,2024-08-13,2024-03-02,Electronics,199.97,3,Changed mind,Returned,-164.0,PayPal,Express,28.59,synthetic_returns
ORD00000586,PROD00000586,USER00000586,2024-08-14,,Home,173.31,4,,Not Returned,,PayPal,Standard,43.84,synthetic_returns
ORD00005351,PROD00005351,USER00005351,2024-08-14,2023-10-16,Electronics,276.42,2,Not as described,Returned,-303.0,PayPal,Standard,17.6,synthetic_returns
ORD00005798,PROD00005798,USER00005798,2024-08-14,,Electronics,191.86,2,,Not Returned,,PayPal,Standard,33.74,synthetic_returns
ORD00006717,PROD00006717,USER00006717,2024-08-14,,Books,302.65,5,,Not Returned,,Credit Card,Next-Day,31.78,synthetic_returns
ORD00008080,PROD00008080,USER00008080,2024-08-14,2024-11-01,Electronics,428.12,1,Defective,Returned,79.0,Debit Card,Express,32.18,synthetic_returns
ORD00001349,PROD00001349,USER00001349,2024-08-15,,Electronics,498.39,5,,Not Returned,,Debit Card,Next-Day,35.49,synthetic_returns
ORD00009683,PROD00009683,USER00009683,2024-08-15,,Home,147.25,4,,Not Returned,,Credit Card,Express,34.95,synthetic_returns
ORD00000461,PROD00000461,USER00000461,2024-08-16,,Toys,129.74,2,,Not Returned,,PayPal,Next-Day,13.71,synthetic_returns
ORD00006790,PROD00006790,USER00006790,2024-08-16,2023-05-04,Home,232.26,4,Changed mind,Returned,-470.0,Debit Card,Next-Day,34.11,synthetic_returns
ORD00001660,PROD00001660,USER00001660,2024-08-17,2024-06-12,Clothing,114.02,1,Not as described,Returned,-66.0,Debit Card,Express,6.1,synthetic_returns
ORD00003319,PROD00003319,USER00003319,2024-08-17,,Books,300.17,3,,Not Returned,,Gift Card,Standard,22.38,synthetic_returns
ORD00006252,PROD00006252,USER00006252,2024-08-17,,Electronics,255.03,5,,Not Returned,,Credit Card,Next-Day,38.26,synthetic_returns
ORD00007477,PROD00007477,USER00007477,2024-08-17,,Home,121.62,3,,Not Returned,,Debit Card,Next-Day,17.62,synthetic_returns
ORD00009084,PROD00009084,USER00009084,2024-08-17,,Toys,93.84,1,,Not Returned,,PayPal,Next-Day,42.53,synthetic_returns
ORD00009965,PROD00009965,USER00009965,2024-08-17,,Toys,499.69,4,,Not Returned,,Debit Card,Standard,24.91,synthetic_returns
ORD00003122,PROD00003122,USER00003122,2024-08-18,,Electronics,151.09,1,,Not Returned,,Credit Card,Next-Day,29.13,synthetic_returns
ORD00004685,PROD00004685,USER00004685,2024-08-18,2024-09-09,Books,275.99,1,Not as described,Returned,22.0,Gift Card,Express,28.4,synthetic_returns
ORD00007152,PROD00007152,USER00007152,2024-08-18,2023-04-12,Clothing,435.02,2,Not as described,Returned,-494.0,PayPal,Standard,45.97,synthetic_returns
ORD00004638,PROD00004638,USER00004638,2024-08-19,2024-03-06,Books,60.27,3,Wrong item,Returned,-166.0,Gift Card,Standard,29.33,synthetic_returns
ORD00005300,PROD00005300,USER00005300,2024-08-19,2024-02-06,Home,484.12,4,Defective,Returned,-195.0,Debit Card,Next-Day,2.23,synthetic_returns
ORD00003288,PROD00003288,USER00003288,2024-08-20,2023-11-04,Books,240.76,2,Wrong item,Returned,-290.0,Gift Card,Standard,19.81,synthetic_returns
ORD00007364,PROD00007364,USER00007364,2024-08-20,2024-08-25,Clothing,47.38,4,Wrong item,Returned,5.0,Credit Card,Next-Day,1.89,synthetic_returns
ORD00004779,PROD00004779,USER00004779,2024-08-21,,Home,48.69,4,,Not Returned,,Credit Card,Express,18.21,synthetic_returns
ORD00005703,PROD00005703,USER00005703,2024-08-21,,Clothing,470.4,3,,Not Returned,,Gift Card,Next-Day,8.2,synthetic_returns
ORD00006161,PROD00006161,USER00006161,2024-08-21,,Home,455.93,4,,Not Returned,,Credit Card,Standard,43.7,synthetic_returns
ORD00001897,PROD00001897,USER00001897,2024-08-22,,Clothing,70.62,4,,Not Returned,,Credit Card,Standard,40.35,synthetic_returns
ORD00006308,PROD00006308,USER00006308,2024-08-22,2023-11-26,Books,389.13,2,Wrong item,Returned,-270.0,Debit Card,Standard,25.53,synthetic_returns
ORD00004649,PROD00004649,USER00004649,2024-08-23,2023-01-09,Home,351.24,2,Wrong item,Returned,-592.0,Debit Card,Express,37.35,synthetic_returns
ORD00006424,PROD00006424,USER00006424,2024-08-23,2024-12-02,Clothing,94.11,1,Defective,Returned,101.0,Credit Card,Next-Day,49.97,synthetic_returns
ORD00006940,PROD00006940,USER00006940,2024-08-23,2023-02-16,Home,106.09,5,Wrong item,Returned,-554.0,PayPal,Next-Day,13.86,synthetic_returns
ORD00007793,PROD00007793,USER00007793,2024-08-23,2024-06-16,Clothing,393.86,3,Wrong item,Returned,-68.0,Gift Card,Next-Day,19.11,synthetic_returns
ORD00008947,PROD00008947,USER00008947,2024-08-23,2024-08-14,Toys,146.45,2,Changed mind,Returned,-9.0,Credit Card,Express,46.88,synthetic_returns
ORD00003455,PROD00003455,USER00003455,2024-08-24,2024-06-09,Toys,360.99,2,Wrong item,Returned,-76.0,Credit Card,Next-Day,1.34,synthetic_returns
ORD00009909,PROD00009909,USER00009909,2024-08-24,,Clothing,181.33,1,,Not Returned,,Credit Card,Next-Day,11.03,synthetic_returns
ORD00002335,PROD00002335,USER00002335,2024-08-25,,Toys,252.68,1,,Not Returned,,Debit Card,Next-Day,25.25,synthetic_returns
ORD00004949,PROD00004949,USER00004949,2024-08-26,2023-07-25,Electronics,271.79,4,Wrong item,Returned,-398.0,Debit Card,Next-Day,26.48,synthetic_returns
ORD00009096,PROD00009096,USER00009096,2024-08-26,,Electronics,225.3,5,,Not Returned,,Debit Card,Standard,26.57,synthetic_returns
ORD00006918,PROD00006918,USER00006918,2024-08-27,2024-12-13,Home,208.01,5,Wrong item,Returned,108.0,Gift Card,Standard,48.48,synthetic_returns
ORD00009432,PROD00009432,USER00009432,2024-08-27,2024-10-19,Clothing,240.38,2,Not as described,Returned,53.0,Debit Card,Next-Day,3.38,synthetic_returns
ORD00002737,PROD00002737,USER00002737,2024-08-28,2023-06-09,Electronics,37.19,4,Wrong item,Returned,-446.0,Gift Card,Express,22.68,synthetic_returns
ORD00008582,PROD00008582,USER00008582,2024-08-28,2023-05-06,Toys,131.67,2,Defective,Returned,-480.0,Credit Card,Standard,33.3,synthetic_returns
ORD00000003,PROD00000003,USER00000003,2024-08-29,,Toys,401.09,3,,Not Returned,,PayPal,Next-Day,15.37,synthetic_returns
ORD00002697,PROD00002697,USER00002697,2024-08-29,,Books,263.1,5,,Not Returned,,Gift Card,Standard,41.84,synthetic_returns
ORD00001318,PROD00001318,USER00001318,2024-08-30,,Clothing,272.88,2,,Not Returned,,Credit Card,Express,17.08,synthetic_returns
ORD00004099,PROD00004099,USER00004099,2024-08-30,2023-10-23,Home,315.9,2,Wrong item,Returned,-312.0,Gift Card,Next-Day,12.04,synthetic_returns
ORD00006408,PROD00006408,USER00006408,2024-08-30,2023-03-09,Books,369.26,4,Not as described,Returned,-540.0,Debit Card,Standard,48.33,synthetic_returns
ORD00007949,PROD00007949,USER00007949,2024-08-30,,Toys,203.82,5,,Not Returned,,Gift Card,Express,18.45,synthetic_returns
ORD00005676,PROD00005676,USER00005676,2024-08-31,2023-07-30,Clothing,464.42,5,Changed mind,Returned,-398.0,Debit Card,Next-Day,18.05,synthetic_returns
ORD00007930,PROD00007930,USER00007930,2024-08-31,,Toys,11.44,4,,Not Returned,,Credit Card,Express,13.43,synthetic_returns
ORD00000014,PROD00000014,USER00000014,2024-09-01,,Electronics,146.37,4,,Not Returned,,PayPal,Next-Day,28.23,synthetic_returns
ORD00007267,PROD00007267,USER00007267,2024-09-01,2024-01-27,Electronics,282.02,2,Wrong item,Returned,-218.0,Debit Card,Standard,42.96,synthetic_returns
ORD00001188,PROD00001188,USER00001188,2024-09-02,,Electronics,78.05,1,,Not Returned,,Gift Card,Standard,5.89,synthetic_returns
ORD00008898,PROD00008898,USER00008898,2024-09-02,,Clothing,493.33,2,,Not Returned,,Debit Card,Next-Day,16.71,synthetic_returns
ORD00009346,PROD00009346,USER00009346,2024-09-02,,Toys,320.45,4,,Not Returned,,Credit Card,Next-Day,29.29,synthetic_returns
ORD00000766,PROD00000766,USER00000766,2024-09-03,2024-03-28,Home,241.36,1,Wrong item,Returned,-159.0,Debit Card,Next-Day,33.18,synthetic_returns
ORD00002072,PROD00002072,USER00002072,2024-09-03,2024-08-10,Books,299.26,3,Not as described,Returned,-24.0,Gift Card,Standard,31.68,synthetic_returns
ORD00008296,PROD00008296,USER00008296,2024-09-03,,Books,163.04,5,,Not Returned,,Credit Card,Express,12.13,synthetic_returns
ORD00003782,PROD00003782,USER00003782,2024-09-05,2024-07-02,Home,19.77,4,Changed mind,Returned,-65.0,PayPal,Next-Day,23.73,synthetic_returns
ORD00005221,PROD00005221,USER00005221,2024-09-05,2023-06-26,Electronics,353.36,5,Defective,Returned,-437.0,Debit Card,Express,45.29,synthetic_returns
ORD00002540,PROD00002540,USER00002540,2024-09-06,,Clothing,326.09,4,,Not Returned,,PayPal,Standard,42.11,synthetic_returns
ORD00006006,PROD00006006,USER00006006,2024-09-06,,Books,11.19,3,,Not Returned,,Debit Card,Standard,1.96,synthetic_returns
ORD00007484,PROD00007484,USER00007484,2024-09-06,2023-12-05,Home,170.6,2,Changed mind,Returned,-276.0,PayPal,Standard,36.62,synthetic_returns
ORD00009874,PROD00009874,USER00009874,2024-09-06,,Electronics,140.31,5,,Not Returned,,Credit Card,Standard,7.53,synthetic_returns
ORD00009893,PROD00009893,USER00009893,2024-09-06,,Home,198.62,1,,Not Returned,,Debit Card,Express,19.63,synthetic_returns
ORD00003859,PROD00003859,USER00003859,2024-09-07,2023-08-15,Electronics,443.66,1,Wrong item,Returned,-389.0,Credit Card,Next-Day,37.81,synthetic_returns
ORD00000103,PROD00000103,USER00000103,2024-09-08,,Electronics,444.43,4,,Not Returned,,Debit Card,Next-Day,28.53,synthetic_returns
ORD00001313,PROD00001313,USER00001313,2024-09-08,2024-07-28,Home,65.56,5,Defective,Returned,-42.0,PayPal,Express,23.99,synthetic_returns
ORD00001314,PROD00001314,USER00001314,2024-09-08,,Home,196.95,5,,Not Returned,,PayPal,Express,27.83,synthetic_returns
ORD00001713,PROD00001713,USER00001713,2024-09-08,2024-03-21,Home,42.21,3,Defective,Returned,-171.0,Gift Card,Express,11.93,synthetic_returns
ORD00005466,PROD00005466,USER00005466,2024-09-09,,Clothing,36.93,2,,Not Returned,,Credit Card,Next-Day,9.4,synthetic_returns
ORD00003846,PROD00003846,USER00003846,2024-09-10,2024-08-21,Home,442.22,4,Changed mind,Returned,-20.0,Credit Card,Express,19.11,synthetic_returns
